filepath,label
server\ml_model\dataset\train\Apple___Apple_scab\095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\09e40e4f-f8bc-4537-b20d-0b244760dbf4___FREC_Scab 3216_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d3c0790-7833-470b-ac6e-94d0a3bf3e7c___FREC_Scab 2959.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d3c0790-7833-470b-ac6e-94d0a3bf3e7c___FREC_Scab 2959_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d3c0790-7833-470b-ac6e-94d0a3bf3e7c___FREC_Scab 2959_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d3c0790-7833-470b-ac6e-94d0a3bf3e7c___FREC_Scab 2959_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083_270deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083_90deg.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083_new30degFlipLR.JPG,Apple___Apple_scab
server\ml_model\dataset\train\Apple___Apple_scab\18ab74ed-8e95-4787-b2e1-1283594bd00b___FREC_Scab 3012.JPG,Apple___Apple_scab
